exp_id	timestamp	specialist	parent_exp	baseline_exp	domain	hypothesis	expected_delta	status	core_metric	val_bpb	delta_vs_best	train_s	total_s	job_name	snapshot_path	notes
088	2026-04-29T17:57:53Z	sys	025	025	sys	Switch torch.compile from default mode to 'reduce-overhead' on clean exp_025 base (window=L, ratio=130, BF16, 0.2241): CUDA graphs eliminate CPU kernel-dispatch overhead per step while keeping the same cuBLAS kernels as default compile — numerics should be identical to exp_025, just slightly faster execution.	+0.000	discard	0.211200	0.783502	-0.012900	4692.933305	4692.933305	nc-sys-0084		exp_083 tried max-autotune (Triton GEMMs + CUDA graphs) and got -0.019 — consistent with all other speedup tricks (FP8, FA3) that use different kernel implementations. reduce-overhead differs from max-autotune in that it does NOT replace cuBLAS with Triton autotuned GEMMs; it only adds CUDA graph capture to the default Inductor pipeline. Therefore numerical trajectory should be bitwise-identical to default mode. Expected outcome: same core_metric (~0.2241) with marginally faster step time. If CUDA graphs cause any unexpected issues (e.g. state capture bugs with the distributed optimizer), result would be a crash or discard. Rebased cleanly from exp_025 (sched specialist's best, ratio=130, window=L).
089	2026-04-29T19:19:16Z	sched	025	025	sched	Lower Muon peak momentum from 0.97→0.95 on clean exp_025 base (window=L, ratio=130, 0.2241): peak 0.97 has never been questioned; NorMuon paper and modded-nanogpt use 0.95. Lower peak reduces update over-smoothing during the 9.5K-step stable phase and shrinks warmdown delta from 0.07 to 0.05 (0.95→0.90), making the final convergence less abrupt. Pure code change in get_muon_momentum (3 constants).	+0.003	discard	0.214300	0.784388	-0.009800	4738.180761	4738.180761	nc-sche-0089		All three momentum peak references (warmup target, stable value, warmdown start) changed from 0.97 to 0.95. Warmdown endpoint stays at 0.90. This is the first experiment to touch the peak momentum value; prior sched experiments only varied warmdown endpoint (0.85, 0.97), not the peak itself.
090	2026-04-29T19:30:28Z	arch	025	025	arch	Change --head-dim from 128→96, giving n_head=8 (up from 6) while n_kv_head×head_dim=8×96=768 stays constant (zero param change). exp_063 tried head_dim=64/n_head=12 and scored 0.2179 (−0.006). Hypothesis: n_head=8/head_dim=96 is a better sweet spot than either 6×128 or 12×64, capturing more attention diversity without over-fragmenting per-head capacity. Rebased cleanly to exp_025.	+0.003	discard	0.192400	0.782892	-0.031700	4829.318014	4829.318014	nc-arch-0089		Pure flag change only. Static param count identical to baseline (all QKV/proj shapes are 768×768; VE kv_dim=n_kv_head×head_dim=768 unchanged). The sweet-spot argument: more heads gives richer attention diversity but exp_063 showed 12 heads hurts; 8 heads is the geometric mean. GQA is not active (n_kv_head=n_head=8). Rotary embedding buffer size changes from head_dim/2=64 to 48 but this is auto-computed.
091	2026-04-29T19:33:01Z	data	025	025	data	Sequence-length curriculum: phase 1 (first 50% of steps, ~13.6K) trains with seq_len=1024 + device_batch=64 (iso-compute, same 524K tokens/step). Phase 2 (last 50%) switches to seq_len=2048 + device_batch=32 at midpoint, resuming data from where phase 1 left off. Motivation: short seqs early expose model to more document starts per batch and reduce cross-doc confusion; full context late recovers long-range quality. exp_086 (1024 throughout) got 0.205 (−0.019) while baseline 2048 gives 0.2241 — curriculum targets the upside of both phases.	-0.005	discard	0.202400	0.783435	-0.021700	4640.343684	4640.343684	nc-data-0089		Implementation: added --seq-len-curriculum flag to base_train.py. At init, sets curr_seq_len=max_seq_len//2=1024 and curr_device_batch=64; tokens/step remains 64×1024×8=524,288=2^19. At step==num_iterations//2, rebuilds train_loader with (32, 2048) passing resume_state_dict to continue reading from same data position. Val eval always uses (32, 2048) — triggers one extra torch.compile at first phase-1 val eval (~3 min), then uses cached graph throughout. Phase 1 steps are ~2-3x cheaper (shorter seqs + quadratic attn), so total wall time is well within 90-min cap (~65-70 min estimated).
092	2026-04-29T20:38:35Z	sys	025	025	sys	Force FP32 accumulation for BF16 GEMMs (allow_bf16_reduced_precision_reduction=False) + revert compile to default mode from reduce-overhead: on GPU WGMMA natively does BF16→FP32 accum at full throughput, so no speed penalty. Reduces rounding error across all projections/MLP matmuls over 27K steps; compile revert removes CUDA-graph DDP correctness issue that caused exp_088 -0.013.	+0.002	discard	0.196900	0.783527	-0.027200	4720.132762	4720.132762	nc-sys-0089		Two changes on clean exp_025 base: (1) base_train.py: torch.compile(model, dynamic=False) — no mode, same as exp_025 snapshot; (2) common.py: added torch.backends.cuda.matmul.allow_bf16_reduced_precision_reduction = False after torch.set_float32_matmul_precision call. The allow_bf16_reduced_precision_reduction=False flag prevents cuBLAS from using BF16 intermediate accumulation for BF16 GEMMs. On GPU this should be zero-cost (WGMMA hardware path), giving cleaner gradient signals especially for the W_grad = G^T @ X computation in backward pass.
093	2026-04-29T20:51:14Z	sched	025	025	sched	Switch WD schedule from cosine to linear decay to zero on clean exp_025 base (window=L, ratio=130, 0.2241): cosine WD has been untouched across all prior experiments; linear WD provides less regularization in the stable phase but more during warmdown. Both start at wd_scaled and end at 0. Single-line change in get_weight_decay.	+0.002	discard	0.220700	0.785641	-0.003400	4739.224999	4739.224999	nc-sche-0091		Cosine vs linear WD: at warmdown start (step 35% of training), cosine WD=0.727*wd vs linear WD=0.650*wd (cosine higher early). At warmdown midpoint (67.5%), cosine WD=0.247*wd vs linear WD=0.325*wd (linear higher during warmdown). At end: both =0. Prior WD experiments (exp_057 constant, exp_075 delayed-to-warmdown, exp_013 warmdown-only-cosine) all tested different shapes but none tried simple linear. References in modded-nanogpt to 'linear schedule to zero' for WD suggest this is worth testing. Rebased from exp_025 first to fix peak momentum bug (prior workdir had 0.95 from exp_089 discard left in place).
094	2026-04-29T20:56:35Z	arch	025	025	arch	GQA n_kv_head=3 (halved from 6) on clean exp_025 base (window=L, ratio=130, 0.2241): 2 query heads share each KV head, PyTorch SDPA enable_gqa=True path, reduces c_k/c_v params 50% (~7M transformer_matrix params), halves VE kv_dim 768→384, acts as regularisation on KV representations. SDPA GQA untested in this series; no other code changes.	-0.003	discard	0.202900	0.791476	-0.021200	4296.356915	4296.356915	nc-arch-0092		n_kv_head = max(1, num_heads // 2) in build_model_meta. For d12 (n_head=6): n_kv_head=3. GQA via PyTorch SDPA enable_gqa=True already supported in flash_attention.py. VE kv_dim halves from 768 to 384, reducing value_embeds from ~152M to ~76M params (not in scaling_params, so token budget largely unchanged minus ~7M from KV projections in transformer_matrices). Slight training time reduction (~5%, safer within 90min budget).
095	2026-04-29T21:17:33Z	data	025	025	data	2-shard gradient diversity: split 8 DDP ranks into 2 groups of 4; group 0 reads even-indexed shards (0,2,4,…), group 1 reads odd-indexed shards (1,3,5,…). Row-groups strided by group_size=4 within each shard. Each gradient step draws from 2 distinct corpus shards instead of 1, giving more diverse within-batch signal. Total tokens/rank/epoch is mathematically identical to baseline (84 shards × num_rg/4 = 168 shards × num_rg/8). Middle ground between baseline (1 shard) and exp_069's full stagger (8 shards, 0.212).	-0.005	discard	0.193000	0.783566	-0.031100	4808.452563	4808.452563	nc-data-0092		Also cleaned up exp_091's --seq-len-curriculum flag (which was still set to True in experiment.py, causing 0.2024-level results). This is a pure dataloader change: val loader unchanged, packing unchanged, flags unchanged vs exp_025. All other config is clean exp_025 baseline. Prior full-stagger exp_069 (8 shards/step) scored 0.212; hypothesis is 2-shard partial stagger is closer to optimal diversity level. ClimbMix is pre-shuffled so all shards have similar quality distribution.
096	2026-04-29T21:59:17Z	opt	025	025	opt	Move NorMuon variance normalization from POST to PRE Polar Express: compute per-neuron EMA variance of Nesterov momentum, scale by 1/sqrt(variance) BEFORE orthogonalization, then remove the post-NS NorMuon rescaling. Motivated by arXiv:2601.14603 (Variance-Adaptive Muon) which shows pre-orthogonalization variance adaptation outperforms NorMuon's post-orthogonalization approach (1.36x convergence speedup on LLaMA-1.2B).	+0.005	discard	0.220400	0.785181	-0.003700	4758.059896	4758.059896	nc-opt-0089		Single change in muon_step_fused (optim.py): variance normalization moved from after to before Polar Express. Removes complex final_scale computation (Frobenius-norm-preserving), replaces with simple step_size scaling of g before NS. The pre-NS normalization changes the direction of orthogonalization (high-variance neurons downweighted) without affecting update magnitude (Polar Express always normalizes to unit Frobenius). beta2=0.9 unchanged. No changes to experiment.py or any other file. Rebased clean to exp_025.
097	2026-04-29T22:14:39Z	sys	025	025	sys	Add z-loss regularization (eps=1e-4, PaLM 2022 §5.1) to gpt.py forward: loss += 1e-4 * E[logsumexp(logits)²], training-only. Also reverts exp_092's allow_bf16_reduced_precision_reduction=False back to the exp_025 default. Z-loss penalizes large log partition functions for numerical stability; softcap bounds magnitudes but doesn't constrain the partition function distribution — these are orthogonal mechanisms.	+0.003	discard	0.203800	0.784049	-0.020300	4974.866826	4974.866826	nc-sys-0093		Z-loss is well-established in large LM pretraining (PaLM used it at 540B scale). At d12 scale with softcap=15 already in place, the effect will be smaller but should still provide mild regularization. eps=1e-4 is the standard PaLM setting. The revert of allow_bf16_reduced_precision_reduction=False is essential — exp_092 showed that change cost -0.027 core_metric.
098	2026-04-29T22:16:05Z	sched	025	025	sched	"Increase --warmdown-ratio from 0.65→0.70 on clean exp_025 base (window=L, ratio=130, cosine WD, 0.2241): the only previous warmdown-ratio data point is 0.40→0.2026 (much worse). The trend is unambiguously ""more warmdown = better"". Going 0.65→0.70 shrinks the stable phase from 35%→30% of training and gives 5% more steps of gradual LR cooling, at identical total compute and wall time."	+0.005	discard	0.222300	0.783393	-0.001800	4738.375196	4738.375196	nc-sche-0094		Stable phase at ratio=130 (~27,274 steps): warmdown_iters goes from 17,728 → 19,092 steps. Stable phase shrinks from 9,506 → 8,142 steps. Wall time unchanged (~78 min). cosine WD restored from exp_025 snapshot (exp_093 had linear WD = discard at 0.2207). Single clean flag change.
099	2026-04-29T22:36:03Z	arch	025	025	arch	Sigmoid-gate x0_lambdas: change raw scalar init (decaying 0.20→0.05) to sigmoid-gated with uniform init=-1.5 (sigmoid≈0.18). Forward: x=resid_lambda*x + sigmoid(x0_lambda)*x0. Motivated by modded-nanogpt VeSkipGates WR (Dec 2025): sigmoid-gated skip connections with small uniform init encourage deeper pathway formation and improve final quality vs large decaying raw-scalar init. Zero param/compute change.	+0.005	discard	0.208100	0.784049	-0.016000	4863.728312	4863.728312	nc-arch-0095		Two-line change in gpt.py: (1) init_weights: replace decaying for-loop with torch.nn.init.constant_(self.x0_lambdas, -1.5); (2) forward loop: self.x0_lambdas[i] → torch.sigmoid(self.x0_lambdas[i]). Rebased cleanly from exp_025 (prior workdir had unreverted GQA change from exp_094 in base_train.py). The sigmoid bound prevents x0 weights growing unbounded; the smaller uniform init (-1.5 vs 0.20) lets the model develop deeper representations before relying on the x0 shortcut.
100	2026-04-29T23:05:20Z	data	025	025	data	Row-group shuffle within each shard: replace sequential rg_idx+=world_size with a deterministically shuffled list per (epoch, shard, rank) on top of clean exp_025 base. Breaks any within-shard temporal ordering (e.g. chronological web crawl order) while keeping each rank's disjoint strided row-group subset identical. No change to total data volume, packing, or batch size.	+0.000	discard	0.208200	0.782974	-0.015900	4807.286109	4807.286109	nc-data-0096		All 15 prior data experiments are discards. This is the one untried axis: within-shard row-group ordering. The 2-shard diversity (exp_095, −0.031) and staggered shards (exp_069, −0.012) both hurt because they cross shard boundaries and add gradient noise. This change stays within the existing shard structure — each rank sees the same disjoint set of row-groups, just in a different order. If ClimbMix shards have any temporal structure (crawl order, source ordering), shuffling would expose each rank to more topically diverse data within a step, potentially smoothing gradients. If shards are already pre-shuffled (likely), this is neutral. Rebased cleanly from exp_025 (restores standard DDP sharding, reverts exp_095 2-shard regression).
101	2026-04-29T23:37:51Z	opt	025	025	opt	Add sign transform after Nesterov and before Polar Express in muon_step_fused: g = g.sign(). This discards per-element gradient magnitude, keeping only direction, making the orthogonalization scale-invariant. Motivated by AdaMuon (arXiv:2507.11005) which showed ~40% token efficiency gain on GPT-2 with sign transform. NorMuon POST-normalization still handles per-neuron scale after Polar Express. Rebased to clean exp_025 (POST NorMuon, beta2=0.9).	+0.005	discard	0.191700	0.788841	-0.032400	4817.467391	4817.467391	nc-opt-0098		Single-line change: g = g.sign() inserted between Nesterov momentum and Polar Express in muon_step_fused. In AdaMuon (Shen et al. 2025), sign of the momentum buffer is passed to Newton-Schulz, giving scale-invariant descent direction. Our Nesterov extrapolation blends current grad + EMA buffer before sign, so the sign acts on the Nesterov-lookahead gradient. NorMuon variance-reduction still applies post-Polar Express to equalize per-neuron scales. The cautious WD mask uses the final orthogonalized+scaled g, which is unaffected in dimensionality. If sign destroys too much useful magnitude information, we expect a small regression; if gradient direction is the key signal (common in noisy LLM pretraining), it should help.
